299,Splash Plate
300,Zap Plate
301,Meadow Plate
302,Icicle Plate
303,Fist Plate
304,Toxic Plate
305,Earth Plate
306,Sky Plate
307,Mind Plate
308,Insect Plate
309,Stone Plate
310,Spooky Plate
311,Draco Plate
312,Dread Plate
313,Iron Plate
314,Odd Incense
315,Rock Incense
316,Full Incense
317,Wave Incense
318,Rose Incense
319,Luck Incense
320,Pure Incense
321,Protector
322,Electirizer
323,Magmarizer
324,Dubious Disc
325,Reaper Cloth
326,Razor Claw
327,Razor Fang
328,TM01
329,TM02
330,TM03
331,TM04
332,TM05
333,TM06
334,TM07
335,TM08
336,TM09
337,TM10
338,TM11
339,TM12
340,TM13
341,TM14
342,TM15
343,TM16
344,TM17
345,TM18
346,TM19
347,TM20
348,TM21
349,TM22
350,TM23
351,TM24
352,TM25
353,TM26
354,TM27
355,TM28
356,TM29
357,TM30
358,TM31
359,TM32
360,TM33
361,TM34
362,TM35
363,TM36
364,TM37
365,TM38
366,TM39
367,TM40
368,TM41
369,TM42
370,TM43
371,TM44
372,TM45
373,TM46
374,TM47
375,TM48
376,TM49
377,TM50
378,TM51
379,TM52
380,TM53
381,TM54
382,TM55
383,TM56
384,TM57
385,TM58
386,TM59
387,TM60
388,TM61
389,TM62
390,TM63
391,TM64
392,TM65
393,TM66
394,TM67
395,TM68
396,TM69
397,TM70
398,TM71
399,TM72
400,TM73
401,TM74
402,TM75
403,TM76
404,TM77
405,TM78
406,TM79
407,TM80
408,TM81
409,TM82
410,TM83
411,TM84
412,TM85
413,TM86
414,TM87
415,TM88
416,TM89
417,TM90
418,TM91
419,TM92
420,HM01
421,HM02
422,HM03
423,HM04
424,HM05
425,HM06
426,HM07
427,HM08
428,Explorer Kit
428,???
429,Loot Sack
430,Rule Book
431,Poké Radar
432,Point Card
433,Journal
434,Seal Case
435,Fashion Case
436,Seal Bag
437,Pal Pad
438,Works Key
439,Old Charm
440,Galactic Key
441,Red Chain
442,Town Map
443,Vs. Seeker
444,Coin Case
445,Old Rod
446,Good Rod
447,Super Rod
448,Sprayduck
449,Poffin Case
450,Bicycle
451,Suite Key
452,Oak's Letter
453,Lunar Wing
454,Member Card
455,Azure Flute
456,S.S. Ticket
457,Contest Pass
458,Magma Stone
459,Parcel
460,Coupon 1
461,Coupon 2
462,Coupon 3
463,Storage Key
464,SecretPotion
465,Vs. Recorder
466,Gracidea
467,Secret Key
468,Apricorn Box
469,Unown Report
470,Berry Pots
471,Dowsing MCHN
472,Blue Card
473,SlowpokeTail
474,Clear Bell
475,Card Key
476,Basement Key
477,SquirtBottle
478,Red Scale
479,Lost Item
480,Pass
481,Machine Part
482,Silver Wing
483,Rainbow Wing
484,Mystery Egg
485,Red Apricorn
486,Ylw Apricorn
487,Blu Apricorn
488,Grn Apricorn
489,Pnk Apricorn
490,Wht Apricorn
491,Blk Apricorn
492,Fast Ball
493,Level Ball
494,Lure Ball
495,Heavy Ball
496,Love Ball
497,Friend Ball
498,Moon Ball
499,Sport Ball
500,Park Ball
501,Photo Album
502,GB Sounds
503,Tidal Bell
504,RageCandyBar
505,Data Card 01
506,Data Card 02
507,Data Card 03
508,Data Card 04
509,Data Card 05
510,Data Card 06
511,Data Card 07
512,Data Card 08
513,Data Card 09
514,Data Card 10
515,Data Card 11
516,Data Card 12
517,Data Card 13
518,Data Card 14
519,Data Card 15
520,Data Card 16
521,Data Card 17
522,Data Card 18
523,Data Card 19
524,Data Card 20
525,Data Card 21
526,Data Card 22
527,Data Card 23
528,Data Card 24
529,Data Card 25
530,Data Card 26
531,Data Card 27
532,Jade Orb
533,Lock Capsule
534,Red Orb
535,Blue Orb
536,Enigma Stone
